Name;PLZ;Ort ;Straße;geschlossen/nicht vorhanden;Homepage;Typ;Bundesland;ADMA;Hogast;Privatkunde;potentieller Kunde;Bädertechnik;Service;Chemie;Telefon;Ansprechpartner;Berechnung;lat;lon
Hallenbad Windischgarsten;4580;Windischgarsten;Schulstraße 18;;;Hallenbad;Oberösterreich;Petra Freilinger ;;;;;nein;nein;;;1;47.720219;14.3270831
Naturbadesee am Golfplatz Edlbach;4580;Edlbach;Edlbach 96;vorübergehend geschlossen;;Naturbadeanlage;Oberösterreich;Petra Freilinger ;;;;;nein;nein;;;1;47.7156845;14.355930108230378
Panorama-Hallenbad in Spital am Pyhrn;4582;Spital am Pyhrn;Linzerstraße 40;;;Hallenbad;Oberösterreich;Petra Freilinger ;;;;;nein;nein;;;1;47.668238;14.34611
Freibad Steinbach an der Steyr;4596;Steinbach an der Steyr;Schulstraße 16;;;Freibad;Oberösterreich;Petra Freilinger ;;;;;nein;nein;;;1;47.96676;14.263044
Welldorado;4600;Wels;Rosenauerstraße 70;;;Frei- & Hallenbad;Oberösterreich;Petra Freilinger ;;;;;nein;nein;;;1;48.1493349;14.01701835204953
Baden im Almfluss;4644;Scharnstein;Im Dorf 17;;;Naturbadeanlage;Oberösterreich;Petra Freilinger ;;;;;nein;nein;;;1;47.904491;13.9609752
Voralpenbad Viechtwang;4644;Scharnstein;Badstrasse 8;;;Freibad;Oberösterreich;Petra Freilinger ;;;;;nein;nein;;;1;47.912411;13.956521
Erlebnis-Schwimmbad Grünau im Almtal;4645;Grünau im Almtal;Im Dorf 8;;;Freibad;Oberösterreich;Petra Freilinger ;;;;;nein;nein;;;1;47.8556994;13.956037781110728
Effizienz und Erneuerbare Energie im Almtalbad Vorchdorf;4655;Vorchdorf;Laudachweg 11;;;Freibad;Oberösterreich;Petra Freilinger ;;;;;nein;nein;;;1;47.9994677;13.922776545573566
Almtal Camp WellnessWelt Familie Herndler Florian;4663;Pettenbach;Enengl 2;;https://www.almtal-camp.at/;Sonstiges (Schulen, öffentl. Einrichtungen, …);Oberösterreich;noch keine Zuordnung;;;;;nein;nein;;;1;47.9894141;14.0221737
Freibad Laakirchen;4663;Laakirchen;Obertshausener Straße 1;;;Freibad;Oberösterreich;Petra Freilinger ;;;;;nein;nein;;;1;47.985651;13.817939
Moorbad Gmös;4663;Laakirchen;Rahstorf 10;;https://www.moorbad.gmoes.at/;Sonstiges (Schulen, öffentl. Einrichtungen, …);Oberösterreich;Petra Freilinger ;;;;;nein;nein;;;1;47.972154;13.855819
Freibad Gaspoltshofen;4673;Gaspoltshofen;Badgasse;;;Freibad;Oberösterreich;Petra Freilinger ;;;;;nein;nein;;;1;48.14084494808078;13.737763736252015
Freibad Haag am Hausruck;4680;Haag am Hausruck;Rottenbacherstraße 25;;;Freibad;Oberösterreich;Petra Freilinger ;;;;;nein;nein;;;1;48.1867817;13.647031749134356
Badesee Leithen;4682;Geboltskirchen;Leithen;;;Naturbadeanlage;Oberösterreich;Petra Freilinger ;;;;;nein;nein;;;1;48.164133;13.6600383
AusZeit - das Sauna-Bergdorf;4701;Bad Schallerbach;Promenade 1;;;Hallenbad;Oberösterreich;Petra Freilinger ;;;;;nein;nein;;;1;48.227401;13.917161
Tropicana - die Cabrio-Therme;4701;Bad Schallerbach;Promenade 1;;https://www.eurothermen.at/bad-schallerbach/therme-tropicana/;Therme;Oberösterreich;Petra Freilinger ;;;;;nein;nein;;;1;48.227401;13.917161
Erholungsbad Grieskirchen;4710;Grieskirchen;Badstraße 19;;;Freibad;Oberösterreich;Petra Freilinger ;;;;;nein;nein;;;1;48.2297401;13.8327084
Naturerlebnisbad Gallspach;4713;Gallspach;Niederndorf 17;;;Naturbadeanlage;Oberösterreich;Petra Freilinger ;;;;;nein;nein;;;1;48.2129434;13.8169403
Freibad Kallham-Neumarkt;4720;Kallham;Aspeth 122;;;Freibad;Oberösterreich;Petra Freilinger ;;;;;nein;nein;;;1;48.278967;13.71503
Freibad Peuerbach;4722;Peuerbach;Steegenstrasse 17b;;;Freibad;Oberösterreich;Petra Freilinger ;;;;;nein;nein;;;1;48.342920500000005;13.768904927030725
Erlebnisfreibad Natternbach;4723;Natternbach;Badstraße 6;;;Freibad;Oberösterreich;Petra Freilinger ;;;;;nein;nein;;;1;48.3997041;13.744984200000001
Woodys Naturbad;4724;Neukirchen am Walde;Am Ziegelfeld;;;Naturbadeanlage;Oberösterreich;Petra Freilinger ;;;;;nein;nein;;;1;48.405575;13.774256
Freibad Waizenkirchen;4730;Waizenkirchen;Weidenholz 3;;;Freibad;Oberösterreich;Petra Freilinger ;;;;;nein;nein;;;1;48.332888;13.852017
Erlebnisbad Riedau;4752;Riedau;Bahnhofstraße 57;;;Freibad;Oberösterreich;Petra Freilinger ;;;;;nein;nein;;;1;48.3057218;13.633218098455412
Erlebnisbad Riedau;4752;Vormarkt;Bahnhofstraße 57;;;Freibad;Oberösterreich;noch keine Zuordnung;;;;;nein;nein;;;1;48.3057218;13.633218098455412
Stausee Altmannsdorf;4753;Taiskirchen im Innkreis;Altmannsdorf;;;Naturbadeanlage;Oberösterreich;Petra Freilinger ;;;;;nein;nein;;;1;48.257183;13.583542
Erlebnisfreibad Raab;4760;Raab;Badgasse 17;;;Freibad;Oberösterreich;Petra Freilinger ;;;;;nein;nein;;;1;48.350262;13.653647
Ökocamp und Badebiotop am Stumergut;4773;Eggerding;Edenaichet 6;;;Naturbadeanlage;Oberösterreich;Petra Freilinger ;;;;;nein;nein;;;1;48.337704200000005;13.4764631
Freibad Münzkirchen;4792;Münzkirchen;Schweibelstraße 26;;;Freibad;Oberösterreich;Petra Freilinger ;;;;;nein;nein;;;1;48.4889206;13.5768205
Freibad;4794;Kopfing im Innkreis;Franziska-Pointner-Strasse;;;Freibad;Oberösterreich;Petra Freilinger ;;;;;nein;nein;;;1;48.437186;13.65837
Solar-Freibad Kopfing;4794;Kopfing im Innkreis;Franziska-Pointner-Straße 11;;;Freibad;Oberösterreich;Petra Freilinger ;;;;;nein;nein;;;1;48.437692;13.657863
"Badeplatz "" Bräuwiese "" - Traunsee";4801;Traunkirchen;Aueck 1;;;Naturbadeanlage;Oberösterreich;Petra Freilinger ;;;;;nein;nein;;;1;47.8576206;13.7837419
"Badeplatz "" Winkl "" - Traunsee";4801;Traunkirchen;Uferstraße;;;Naturbadeanlage;Oberösterreich;Petra Freilinger ;;;;;nein;nein;;;1;47.86266455575284;13.777910760350082
"Badeplatz ""Badeinsel mit Seebadebecken""";4801;Traunkirchen;Ortsplatz 1;;;Naturbadeanlage;Oberösterreich;Petra Freilinger ;;;;;nein;nein;;;1;47.84473355;13.790358094281803
Strandcamping Traunkirchen;4801;Traunkirchen;Uferstraße 46;;https://strandcamping-traunkirchen.com/;Naturbadeanlage;Oberösterreich;Petra Freilinger ;;;;;nein;nein;;;1;47.867045899999994;13.777932649464722
Freizeitanlage Rindbach am Südufer des Traunsees;4802;Ebensee;Strandbadstraße;;;Naturbadeanlage;Oberösterreich;Petra Freilinger ;;;;;nein;nein;;;1;47.809693301867675;13.792705704671052
Naturschutzgebiet Offensee;4802;Ebensee;Offensee;;;Naturbadeanlage;Oberösterreich;Petra Freilinger ;;;;;nein;nein;;;1;47.74557761475722;13.830590124952218
Südufer des Traunsee in Ebensee;4802;Ebensee;Strandbadstraße 50;;;Naturbadeanlage;Oberösterreich;Petra Freilinger ;;;;;nein;nein;;;1;47.809611149999995;13.791706249999999
Vorderer und Hinterer Langbathsee;4802;Ebensee;Langbathsee 3;;;Naturbadeanlage;Oberösterreich;Petra Freilinger ;;;;;nein;nein;;;1;47.834778;13.689211
Strandbad Gmunden;4810;Gmunden;Dr.-Franz-Thomas-Straße 13;;;Naturbadeanlage Plus;Oberösterreich;Petra Freilinger ;;;;;nein;nein;;;1;47.908645;13.784253
Esplanade und Fischerbucht Altmünster;4813;Altmünster;Esplanade;;;Naturbadeanlage;Oberösterreich;Petra Freilinger ;;;;;nein;nein;;;1;47.9016069;13.7652213
Öffentliche Liegewiese an der Seepromenade Altmünster;4813;Altmünster;Marktstraße 6;;;Naturbadeanlage;Oberösterreich;Petra Freilinger ;;;;;nein;nein;;;1;47.900965;13.765875
Solarbad Altmünster;4813;Altmünster;Hauptstrasse 1;;;Freibad;Oberösterreich;Petra Freilinger ;;;;;nein;nein;;;1;47.903925;13.775765
Badesee St. Konrad;4817;Sankt Konrad;Bundesstraße 36;;;Naturbadeanlage;Oberösterreich;Petra Freilinger ;;;;;nein;nein;;;1;47.911361;13.904649
Nussensee;4820;Bad Ischl;Nussenseestraße;;;Naturbadeanlage;Oberösterreich;Petra Freilinger ;;;;;nein;nein;;;1;47.70557056825552;13.560953849654979
Parkbad Bad Ischl;4820;Bad Ischl;Kaiser-Franz-Josef-Straße 19;;;Freibad;Oberösterreich;Petra Freilinger ;;;;;nein;nein;;;1;47.714257950000004;13.622837306995482
Parkbad Bad Goisern;4822;Bad Goisern am Hallstättersee;Beim Kurpark;;https://parkbad-badgoisern.at/;Freibad;Oberösterreich;Petra Freilinger ;;;;;nein;nein;;;1;47.641554;13.614284
Strandbad Untersee;4822;Bad Goisern am Hallstättersee;Untersee;;;Naturbadeanlage;Oberösterreich;Petra Freilinger ;;;;;nein;nein;;;1;47.615308;13.65038
Vivea Gesundheitshotel;4822;Bad Goisern am Hallstättersee;Kurzentrumstraße 5 a;;https://www.see-villa.eu/?gad_source=1&gclid=CjwKCAjwyo60BhBiEiwAHmVLJfCNOq4QVpY3blGolx8D2eAOGOTjQ9jffSR0O2FnNJby2Qdb1sW9rhoCgM8QAvD_BwE;Hotelanlage;Oberösterreich;Petra Freilinger ;;;;;nein;nein;;;1;47.6521269;13.6134421
Gosausee;4824;Gosau;Gosau;;;Naturbadeanlage;Oberösterreich;Petra Freilinger ;;;;;nein;nein;;;1;47.5811364;13.5224922
Hallenbad Gosau;4824;Gosau;Schulstraße 18;geschlossen;;Hallenbad;Oberösterreich;Petra Freilinger ;;;;;nein;nein;;;1;47.584033399999996;13.52831413725683
Freibadeanlage Strandbad Obertraun;4831;Obertraun;Strandbad Obertraun, Obertraun 169;;;Naturbadeanlage;Oberösterreich;Petra Freilinger ;;;;;nein;nein;;;1;47.55969755;13.678067850000001
Freibadeanlage Winkl;4831;Obertraun;Naturbadestrand Winkl;;;Naturbadeanlage;Oberösterreich;Petra Freilinger ;;;;;nein;nein;;;1;47.519577;13.70227
Hundebadeplatz am Hallstättersee/Hundestrand Obertauern;4831;Obertraun;Hallstättersee Landstraße;;;Naturbadeanlage;Oberösterreich;Petra Freilinger ;;;;;nein;nein;;;1;47.548028;13.676646
Freizeitpark Vöcklabruck;4840;Vöcklabruck;Hausruckstraße 25;;;Frei- & Hallenbad;Oberösterreich;Petra Freilinger ;;;;;nein;nein;;;1;48.0111594;13.651108700529463
Freibad Ampflwang;4843;Ampflwang im Hausruckwald;Scharermühlenstraße 8;;;Freibad;Oberösterreich;noch keine Zuordnung;;;;;nein;nein;;;1;48.0861711;13.5668184
Badesee Regau;4844;Regau;Seestraße;;;Naturbadeanlage;Oberösterreich;Petra Freilinger ;;;;;nein;nein;;;1;47.98819678633946;13.688129745070992
Badeplatz des Landes OÖ;4852;Weyregg am Attersee;Jubiläumsallee;;;Naturbadeanlage;Oberösterreich;Petra Freilinger ;;;;;nein;nein;;;1;47.90355957881336;13.567589706337495
Bundesforstebad;4852;Weyregg am Attersee;Forsthaus Straße 4;;;Naturbadeanlage;Oberösterreich;Petra Freilinger ;;;;;nein;nein;;;1;47.9062886;13.5683231
Strandbad Weyregg am Attersee;4852;Weyregg am Attersee;Jubiläumsallee 574/1;;;Naturbadeanlage Plus;Oberösterreich;Petra Freilinger ;;;;;nein;nein;;;1;47.90355957881336;13.567589706337495
Solar Strandbad Steinbach;4853;Steinbach am Attersee;Seefeld 69;;;Naturbadeanlage Plus;Oberösterreich;Petra Freilinger ;;;;;nein;nein;;;1;47.838289;13.543815
Europabad Weissenbach;4854;Weissenbach am Attersee;Weissenbach 1431/122;;;Naturbadeanlage;Oberösterreich;Petra Freilinger ;;;;;nein;nein;;;1;47.797742;13.531849
Bade Oase;4860;Lenzing;Franz Stelzhamer Straße 23;;;Hallenbad;Oberösterreich;Petra Freilinger ;;;;;nein;nein;;;1;47.972579;13.600497
Badeanlage Wengermühle;4861;Lenzing;Oberachmanner Straße;;;Naturbadeanlage;Oberösterreich;Petra Freilinger ;;;;;nein;nein;;;1;47.955135;13.609873
Erlebnisbad Aurach am Hongar;4861;Aurach am Hongar;Aurach am Hongar 129;;;Freibad;Oberösterreich;noch keine Zuordnung;;;;;nein;nein;;;1;47.951878;13.672565
Seebad Schönauer;4861;Schörfling am Attersee;Dr. Hauttmann Straße 9;;;Naturbadeanlage;Oberösterreich;Petra Freilinger ;;;;;nein;nein;;;1;47.942028;13.594795
Freibadeanlage Litzlberg;4863;Seewalchen am Attersee;Litzlbergerstraße;;;Naturbadeanlage;Oberösterreich;Petra Freilinger ;;;;;nein;nein;;;1;47.94024;13.566342
Strandbad Seewalchen;4863;Seewalchen am Attersee;Promenade 1a;;;Naturbadeanlage Plus;Oberösterreich;Petra Freilinger ;;;;;nein;nein;;;1;47.950063;13.59135
Erlebnisbad Attersee;4864;Attersee am Attersee;Nußdorfer Straße 13;;https://www.attersee-baeder.at/baeder/erlebnisbad-attersee/;Naturbadeanlage Plus;Oberösterreich;Petra Freilinger ;;;;;nein;nein;;;1;47.9128325;13.534699552895448
Sprinzensteinpark Freibadeplatz;4864;Attersee am Attersee;Nußdorferstraße;;;Naturbadeanlage;Oberösterreich;Petra Freilinger ;;;;;nein;nein;;;1;47.913114;13.53120185
Badeplatz Zeller Aufsatz;4865;Nußdorf am Attersee;Uferstraße;;;Naturbadeanlage;Oberösterreich;Petra Freilinger ;;;;;nein;nein;;;1;47.875440105701905;13.523753058909973
Seebad Nussdorf am Attersee;4865;Nußdorf am Attersee;Seestraße;;;Naturbadeanlage;Oberösterreich;Petra Freilinger ;;;;;nein;nein;;;1;47.88173382302343;13.526544702526968
Freizeitgelände Unterach;4866;Unterach am Attersee;Elisabethallee 1;;;Naturbadeanlage;Oberösterreich;Petra Freilinger ;;;;;nein;nein;;;1;47.8034307;13.483782397625019
Strandbad Unterach;4866;Unterach am Attersee;Badgasse 7;;;Naturbadeanlage;Oberösterreich;Petra Freilinger ;;;;;nein;nein;;;1;47.8032803;13.486123350000002
Freibad Hotel Lohninger-Schober;4880;Berg im Attergau;Hipping 18;;https://lohninger-schober.at/;Freibad;Oberösterreich;Petra Freilinger ;;;;;nein;nein;;;1;47.950764899999996;13.466702171638559
FREIZI;4880;Sankt Georgen im Attergau;Pausingergasse 26;;https://www.freizi.at/;Freibad;Oberösterreich;Petra Freilinger ;;;;;nein;nein;;;1;47.937833;13.498305
Hotel Lohninger-Schober;4880;Berg im Attergau; Hipping 18 ;;https://lohninger-schober.at/;Freibad;Oberösterreich;Petra Freilinger ;;;;;nein;nein;;;1;47.950764899999996;13.466702171638559
Voralpenhotel Schmoller;4880;Berg im Attergau;Hipping 14;;;Hotelanlage;Oberösterreich;Petra Freilinger ;;;;;nein;nein;;;1;47.9494201;13.465713083111131
Erlebnisbad Frankenmarkt;4890;Frankenmarkt;Badweg 6;;;Freibad;Oberösterreich;Petra Freilinger ;;;;;nein;nein;;;1;47.982217000000006;13.409673591378127
Badeplatz Tiefgraben;4893;Tiefgraben am Mondsee;Tiefgraben;;;Naturbadeanlage;Oberösterreich;Petra Freilinger ;;;;;nein;nein;;;1;47.861998;13.347544
Kinderbad Zell am Moos;4893;Zell am Moos am Irrsee;Kinderbad;;;Naturbadeanlage;Oberösterreich;Petra Freilinger ;;;;;nein;nein;;;1;47.89863565;13.312746462296367
Landesbadeplatz Zell am Moos;4893;Zell am Moos am Irrsee;Seestrasse;;;Naturbadeanlage;Oberösterreich;Petra Freilinger ;;;;;nein;nein;;;1;47.90406897140700;13.31580610488780
Strandbad Laiter;4894;Oberhofen am Irrsee;Oberhofen 12;;;Naturbadeanlage;Oberösterreich;Petra Freilinger ;;;;;nein;nein;;;1;47.95228095;13.305925422345283
Kurhaus Dr. Petershofer;4902;Wolfsegg am Hausruck;Schulstraße 5;;;Hotelanlage;Oberösterreich;Petra Freilinger ;;;;;nein;nein;;;1;48.105907200000004;13.67325354169959
Öffentliches Freischwimmbad;4902;Wolfsegg am Hausruck;Unterkienberg;;;Freibad;Oberösterreich;Petra Freilinger ;;;;;nein;nein;;;1;48.102976;13.67647
Eberschwanger Naturbad;4906;Eberschwang;Eberschwang 3;;;Naturbadeanlage;Oberösterreich;Petra Freilinger ;;;;;nein;nein;;;1;48.160695;13.56206840410352
Badesee Pramet;4925;Pramet;Pramet 35;;;Naturbadeanlage;Oberösterreich;Petra Freilinger ;;;;;nein;nein;;;1;48.13979355;13.485715962566049
Freibad Mettmach;4931;Mettmach;Mitterdorf 1;;;Freibad;Oberösterreich;Petra Freilinger ;;;;;nein;nein;;;1;48.16410215;13.349243304994184
Badesee Wildenau;4933;Wildenau;Badeseestraße 35;;;Naturbadeanlage;Salzburg;Petra Freilinger ;;;;;nein;nein;;;1;48.2024465;13.3247485
Gemeinde Geinberg;4943;Geinberg;Dorfstrasse 9;;;Sonstiges (Schulen, öffentl. Einrichtungen, …);Oberösterreich;Petra Freilinger ;;;;;nein;nein;;;1;48.2647416;13.2928143
SPA Resort Therme Geinberg;4943;Geinberg;Thermenplatz 1;;https://www.sparesortgeinberg.at/de;Therme;Oberösterreich;Petra Freilinger ;;;;;nein;nein;;;1;48.263458;13.296112
Badesee Mühlheim;4961;Mühlheim am Inn;Kirchenstraße 2/1;;;Naturbadeanlage;Oberösterreich;Petra Freilinger ;;;;;nein;nein;;;1;48.27700803820793;13.209612902535905
Badesee Gundholling;4962;Gundholling;Badstraße 2;;;Naturbadeanlage;Oberösterreich;Petra Freilinger ;;;;;nein;nein;;;1;48.270968499999995;13.193088845381443
Freibad Obernberg am Inn;4982;Obernberg am Inn;Zollamtsstraße 12;;;Freibad;Oberösterreich;Petra Freilinger ;;;;;nein;nein;;;1;48.317041;13.32237
AYA Bad - Freibad Alpenstraße;5020; Salzburg;Alpenstraße 9;;;Frei- & Hallenbad;Salzburg;Petra Freilinger ;;;;;nein;nein;;;1;47.7914974;13.063459323732403
Freibad Leopoldskron;5020; Salzburg;Leopoldskronstraße 50;;;Freibad;Salzburg;Petra Freilinger ;;;;;nein;nein;;;1;47.789095149999994;13.03523626230671
Freibad Volksgarten;5020; Salzburg;Hermann-Bahr-Promenade 2;;;Freibad;Salzburg;Petra Freilinger ;;;;;nein;nein;;;1;47.7976806;13.059987034282734
Paracelsus Bad & Kurhaus;5020; Salzburg;Auerspergstraße 2;;;Hallenbad;Salzburg;Petra Freilinger ;;;;;nein;nein;;;1;47.8064675;13.0397787
Salzachsee - Badesee Liefering;5020;Salzburg;Schmiedingerstraße 180;;;Naturbadeanlage;Salzburg;Petra Freilinger ;;;;;nein;nein;;;1;47.83951155;13.013584932395045
Freizeitzentrum Unken Alpenbad;5061;Unken;Niederland 164;geschlossen;;Frei- & Hallenbad;Salzburg;Petra Freilinger ;;;;;nein;nein;;;1;47.6462328;12.7331704
Freibad Großgmain;5084; Großgmain;Schwimmbadstrasse 298;;;Freibad;Salzburg;Petra Freilinger ;;;;;nein;nein;;;1;47.724175;12.917168
Steinbergbad Lofer;5090; Lofer;Lofer 339;;;Freibad;Salzburg;Petra Freilinger ;;;;;nein;nein;;;1;47.5843961;12.690028490427277
Naturbadegebiet Vorderkaser;5092;St. Martin bei Lofer;Obsthurn;;;Naturbadeanlage;Salzburg;Petra Freilinger ;;;;;nein;nein;;;1;47.54166732959264;12.72009281432734
Freibad Bergheim Bergxi;5101;Bergheim bei Salzburg;Iselstraße 20;;;Freibad;Salzburg;noch keine Zuordnung;;;;;nein;nein;;;1;47.848081;13.016287
Freibad Anthering;5102; Anthering;Dorfstraße 3;;;Freibad;Salzburg;Petra Freilinger ;;;;;nein;nein;;;1;47.878892;13.012178
Höllerersee - Strandbad;5120;Haigermoos;Pfaffing;;;Naturbadeanlage;Salzburg;Petra Freilinger ;;;;;nein;nein;;;1;48.033071071;12.885030403
Huckingersee;5121;Tarsdorf;Hofstadt;;;Naturbadeanlage;Salzburg;Petra Freilinger ;;;;;nein;nein;;;1;48.0807231;12.8466536
Hallenbad im Hotel Seewirt;5131;Franking;Holzöster 21;;;Hotelanlage;Salzburg;Petra Freilinger ;;;;;nein;nein;;;1;48.059465599999996;12.90560005959654
Holzöstersee - Strandbad;5131;Franking;Holzöster 79;;;Naturbadeanlage;Salzburg;Petra Freilinger ;;;;;nein;nein;;;1;48.045901313;12.920466961
Landhotel Moorhof;5131;Franking;Dorfibm 2;;;Hotelanlage;Salzburg;Petra Freilinger ;;;;;nein;nein;;;1;48.07002075;12.9370642
RaiffeisenbankOberes Innvertel gGenbH;5142;Eggelsberg;Siedlungsstraße 1;;;Sonstiges (Schulen, öffentl. Einrichtungen, …);Salzburg;Petra Freilinger ;;;;;nein;nein;;;1;48.081534;12.99183
Strandbad Ibmer-/Heratingersee;5142;Eggelsberg;Ibm 119;;;Naturbadeanlage;Salzburg;Petra Freilinger ;;;;;nein;nein;;;1;48.072501;12.953497
Badesee Weitwörth;5151; Nußdorf am Haunsberg;Hauptstraße 17;;;Naturbadeanlage;Salzburg;Petra Freilinger ;;;;;nein;nein;;;1;47.960072;13.0085
Romantik Hotel Gmachl Elixhausen GmbH & Co KG;5161;Elixhausen;Dorfstrasse 14;;;Hotelanlage;Salzburg;Petra Freilinger ;ja;;;;nein;nein;;;1;47.868011949999996;13.067232637674419
Strandbad Oitner;5162;Obertrum;Seestraße 8;;;Naturbadeanlage;Salzburg;Petra Freilinger ;;;;;nein;nein;;;1;47.9413096;13.0714798
Strandbad Mattsee;5163; Mattsee;Strandbadstraße 16;;;Naturbadeanlage Plus;Salzburg;Petra Freilinger ;;;;;nein;nein;;;1;47.97406675;13.107251034410647
Strandbad Perwang;5163;Perwang am Grabensee;Edt 4;;;Naturbadeanlage;Salzburg;Petra Freilinger ;;;;;nein;nein;;;1;47.9968739;13.0953819
Strandbad Seeham;5164; Seeham;Dorf 12;;;Naturbadeanlage Plus;Salzburg;Petra Freilinger ;;;;;nein;nein;;;1;47.968329;13.080061
Strandbad Perwang;5166;Perwang am Grabensee;Edt 1;;;Naturbadeanlage;Salzburg;Petra Freilinger ;;;;;nein;nein;;;1;47.9993898;13.09348707591987
Naturbadestrand Zell am Wallersee;5201; Seekirchen am Wallersee;Bayerham 40 ;;;Naturbadeanlage;Salzburg;Petra Freilinger ;;;;;nein;nein;;;1;47.9189817;13.1616355
Strandbad Seekirchen;5201; Seekirchen am Wallersee;Seestraße 2;;;Naturbadeanlage;Salzburg;Petra Freilinger ;;;;;nein;nein;;;1;47.9028536;13.1420954
Strandbad Seehotel Winkler;5202; Neumarkt am Wallersee;Uferstraße 33;;;Naturbadeanlage;Salzburg;Petra Freilinger ;;;;;nein;nein;;;1;47.9301343;13.2062696
Strandbad Seeleben Wallersee;5202; Neumarkt am Wallersee;Uferstraße 3;;;Naturbadeanlage;Salzburg;Petra Freilinger ;;;;;nein;nein;;;1;47.9263792;13.2106653
Erlebnisbad Straßwalchen;5204; Straßwalchen;Riemerhofstraße 11;;;Naturbadeanlage Plus;Salzburg;Petra Freilinger ;;;;;nein;nein;;;1;47.98424295;13.269746995588239
Strandbad Lochen;5221;Lochen;Gebertsham 5;;;Naturbadeanlage;Salzburg;Petra Freilinger ;;;;;nein;nein;;;1;47.987818;13.15082
Strandbad Lochen am See;5221;Lochen am See;Gebertsham;;https://www.lochen.at/Freizeit_Vereine/Tourismus/Strandbad_Lochen;Naturbadeanlage;Salzburg;Petra Freilinger ;;;;;nein;nein;;;1;47.98865638085015;13.148580616168884
Freibad Maria Schmolln;5241;Maria Schmolln;Maria Schmolln 64;;;Freibad;Salzburg;Petra Freilinger ;;;;;nein;nein;;;1;48.139444;13.217285
 Harmls Aparthotel ;5242;Flachau;Liftstraße 243;;;Hotelanlage;Salzburg;Petra Freilinger ;ja;;;;nein;nein;;;1;47.361277;13.3818
Hofmann GmbH;5280;Braunau am Inn;Laaber Holzweg 29;;;Sonstiges (Schulen, öffentl. Einrichtungen, …);Oberösterreich;noch keine Zuordnung;;;;;nein;nein;;;1;48.2576319;13.046166
Naturbadeerlebnis Braunauer Riviera;5280;Braunau am Inn;Stadtplatz 2;;;Naturbadeanlage;Oberösterreich;Petra Freilinger ;;;;;nein;nein;;;1;48.2596569;13.034307947093023
Strandbad Henndorf;5302;Henndorf am Wallersee;Fenning 7b;;;Naturbadeanlage Plus;Salzburg;Petra Freilinger ;;;;;nein;nein;;;1;47.910078;13.18052
Schwimmbad Thalaguna;5303; Thalgau;Sportplatzstraße 35;;;Freibad;Salzburg;Petra Freilinger ;;;;;nein;nein;;;1;47.83933905;13.25105125145976
Badeplatz Plomberg;5310;St. Lorenz am Mondsee;Plomberg 4;;;Naturbadeanlage;Salzburg;Petra Freilinger ;;;;;nein;nein;;;1;47.815913;13.365445
Badeplatz Schwarzindien;5310;St. Lorenz am Mondsee;Schwarzindien 1;;;Naturbadeanlage;Salzburg;Petra Freilinger ;;;;;nein;nein;;;1;47.84335057421440;13.341414371701700
Freier Seezugang Plomberg - Baden mit Hund;5310;St. Lorenz am Mondsee;Plomberg;;;Naturbadeanlage;Salzburg;Petra Freilinger ;;;;;nein;nein;;;1;47.812843;13.369077
Kreuzstein - Baden mit Hund;5310;St. Gilgen;Kreuzstein;;;Naturbadeanlage;Salzburg;Petra Freilinger ;;;;;nein;nein;;;1;47.767963;13.362854
Badeplatz Loibichl;5311;Innerschwand am Mondsee;Maierhof 1;;;Naturbadeanlage;Salzburg;Petra Freilinger ;;;;;nein;nein;;;1;47.8317597;13.395283606736289
